total_length,duration,avg_speed,bbox_width,bbox_height,mean_radius,std_radius,min_radius,max_radius,direction_changes,pen_lifts,start_angle,end_angle,curv_mean,curv_std,speed_p25,speed_p50,speed_p75,user,password
577.8804208812189,2157.0,0.3688404384042617,74.73594824848854,146.4393381414376,37.21690651113927,22.082490887613588,5.510295354214012,98.87161294138544,36,2,0.4657039347899386,3.090371271604169,0.3228941396526363,0.3159326711621295,0.2434305637013212,0.3342806821851476,0.4969183887313844,user1,1234
536.2244897406305,1500.0,0.4331366826564981,156.7923211175407,135.87274399338722,55.000447177610035,23.20655650906358,9.731034108705352,89.69766381791173,27,1,-0.7810629781501001,-3.061987953868384,0.304836779438778,0.3743819984120631,0.334284288633656,0.4155742008648768,0.5169749469325475,user1,1234
871.1294301762905,3164.0,0.4177054439827529,176.08475306679333,263.5151286273647,58.80948563340338,38.91633460479214,10.22985805838396,152.70145677966346,37,4,1.117508400981423,-0.3765783611136045,0.2856579573285255,0.3323342715185987,0.310909917837259,0.4020398039350875,0.5125177936740415,user1,1234
614.1374916784417,2266.0,0.3672754497208792,225.8734304889177,117.24656278777049,74.5436839859763,30.01301483412266,1.6768647108711858,120.3551278806086,30,2,-0.2959495144383748,-1.3834564142481982,0.2923654422482706,0.3491454060830279,0.2699792496730938,0.3456693681440527,0.4395365100938391,user1,1234
915.7829565959662,3135.0,0.3572221480994486,148.80964844158277,275.8422091563822,83.91948739303203,37.7485420324015,23.27781766490715,153.12798166046045,60,2,2.555716289246188,1.858682126143791,0.3041794463538319,0.2798230755653195,0.2535057016954745,0.3327538315644881,0.4612740965777607,user1,1234
394.42920118752977,1355.0,0.3644228762196815,207.81361438603676,86.26516867865638,71.85864928483049,22.711305864240593,33.667917003295386,126.86192344301136,26,1,0.2908698182591889,-1.7801838589472831,0.3371624503676963,0.4664981476834142,0.1864380396572332,0.30102587076769,0.4712217403607848,user1,1234
809.8391970573255,3219.0,0.3562589555850179,191.19587048712,232.135573835593,90.51309542741129,26.35887226192385,44.55934794851191,145.99262332785185,46,3,-1.4584018444840186,0.086394215773453,0.3123693498979427,0.3706313207969548,0.2491078495361619,0.3347370489849187,0.4393396435962327,user1,1234
790.6915700145801,2072.0,0.4813785712662939,128.2025232603374,363.6381754813711,99.91484316443716,46.46045238242811,23.976876864917756,204.05387452302296,17,2,-2.0640884237651025,-1.1782964700252214,0.250814886457648,0.3298715863242809,0.3619937906214541,0.4625458784926006,0.5716847794606903,user1,1234
882.3073472813795,2962.0,0.367219901613315,244.20712897078025,159.10354663210535,65.3503779179296,30.924860705503136,13.48413915162037,146.10762262665838,46,2,-0.9850639350699696,-0.0288945653999751,0.2602712218753078,0.1990745505794894,0.2680115146497547,0.3434567201480303,0.4424512056454659,user1,1234
782.2422116947753,2498.0,0.3527505941837583,114.7847056392385,79.19753600742297,33.913189951020335,15.435078333560174,4.109116988017182,77.6472160911168,49,1,0.0802382400535388,1.2505555205409875,0.3014478265267525,0.2850044307688328,0.2465675998468091,0.3290158582874866,0.4297357576494242,user1,1234
1103.251087744044,3640.0,0.3595677004649382,316.2065661759212,144.78147111284636,88.20054754591776,52.65114295687744,8.382216260085583,181.7736168171681,75,2,-0.1206287812795658,0.426842975717899,0.3239033360371764,0.2642623796639058,0.2468126792125903,0.3395522133099324,0.4337200934983016,user1,1234
471.69325086585366,1363.0,0.4234092796608003,108.09987802671452,56.778850420685714,28.87054418895802,16.05867339053222,7.949897200941903,66.64878524081742,31,1,1.3999350346919597,-0.3825970039161708,0.3202139456946904,0.2263083251600251,0.2933014242132645,0.3849119530534277,0.5221500861460465,user1,1234
627.1391839579701,1362.0,0.5962004938363155,223.11536290300717,186.9267137010306,72.11358083811226,26.667097309887676,24.839203601950175,120.635343317474,7,1,-0.8760844992516239,0.2452183689279619,0.2180607243787519,0.3434510258671973,0.4677632379648419,0.5635682549161709,0.7310624347051565,user2,1234
990.0862608166956,2924.0,0.4606614619089598,157.67367861104051,353.1444751899354,130.77340159857266,31.058028443039127,65.42986571981939,183.567813476362,34,3,-0.0962282675167179,-0.2371903123294622,0.2782460051008005,0.321527853508945,0.3147654467442971,0.4340028483688552,0.5910267304874748,user2,1234
979.9706736811848,2608.0,0.4339666872838955,157.27665567102108,185.10205630297995,62.59337587493948,27.506303587054727,10.517427702393304,115.93502145691292,43,1,-1.4300384479792168,0.6164322437375451,0.297535466187612,0.3018230952316991,0.26254696825698,0.3946329110307842,0.5260701396675241,user2,1234
670.5673841058727,1859.0,0.4342490572452596,176.48837193900485,237.201289713348,69.90853125015663,37.24551608023235,6.677701870895536,175.2122527524344,20,1,2.414318627049274,-2.2353254638889957,0.2624208581996975,0.3185890764040386,0.2768873834435862,0.3955487445383507,0.562896559588947,user2,1234
619.6082804299803,1378.0,0.4810407318875627,93.60721851926824,114.37320922269043,40.01772350748993,15.631967347528288,3.0933224517374893,64.57789433316034,24,0,-1.4136117086106377,-0.789859536620847,0.286846642475423,0.2119947599470479,0.3617249138443393,0.4398506974962798,0.6051863048092501,user2,1234
1355.840644477096,3728.0,0.5063708376599609,206.49139107563371,288.831960518985,97.88950068333178,42.67989144006317,35.76750021078479,200.48231694325256,38,4,-0.0288751997756335,-2.7706202629752403,0.2543787935508162,0.3016145178903475,0.3627165292524288,0.4746452427243466,0.6306564926203768,user2,1234
1084.097543170259,2998.0,0.5053637770669412,237.4911411897181,137.554592183534,81.15729786116268,29.026711688771872,23.80080938975996,141.0464753526461,28,3,-0.1012647692401865,-1.0651443443692614,0.2511123993971294,0.3036179455680304,0.3770716803176379,0.482017027183676,0.6179296699492498,user2,1234
915.6566414913764,1929.0,0.5851534069248516,130.53928838500377,299.8808430970301,75.77360562917778,42.85352115600113,5.610112220483383,203.3993557800913,9,1,0.7173725951784058,-1.062449538282607,0.21814128199094,0.2615469263377324,0.4339397106438941,0.5594592150139849,0.7031613215983954,user2,1234
769.9814713286567,1676.0,0.4883306007067793,224.8384752945373,146.21043017947494,51.76441257111353,38.68506561532976,8.806438935838814,125.80611275335804,31,0,-2.0737547650414285,-2.1200208728142043,0.293479450425596,0.3405134803285223,0.3616907271613382,0.4705103453037171,0.5879930912468203,user2,1234
1162.3325809098255,2873.0,0.5031266176601549,329.00325359848927,221.10756446540063,90.41413773118788,53.64366789656302,1.8425278371901144,186.89793051801965,21,2,0.7433957672447191,0.28375652392356,0.2429036860378987,0.3436375901666582,0.3749356225305561,0.4549290904249423,0.6247810776894552,user2,1234
